Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Amari Murry,,,,,,,
Project,AM-PVP L- Carbon disulfide-Cyclohexane-1,2dichlorobenzene-Xylene,,,,,,
Reactor1,14.9 mg/ml PVP L in  Carbon disulfide,,,,,,,
Reactor2,14.9 mg/ml PVP L in Cyclohexane,,,,,,,
Reactor3,15.1 mg/ml PVP L in 1,2dichlorobenzene,,,,,,
Reactor4,15.1 mg/ml PVP L in Xylene,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,MW 14K,,,,,,,
polymer_ids,PVP L:32,,,,,,,
solvent_ids,Carbon disulfide:30,Cyclohexane:32,"1,2dichlorobenzene:39",Xylene:38,,,,
Start of Experiment,11/17/23 13:12,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,D,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,17, sec,,,,
Tune,,,,,,,,
Stir (Bottom) at,900, rpm,,,,,,
11/17/23 16:57,3:45:07,18.7,18.7,100,54,100,100,0
11/17/23 16:57,3:45:08,18.6,18.7,100,54,100,100,0
11/17/23 16:57,3:45:10,18.6,18.7,100,54,100,100,0
11/17/23 16:57,3:45:11,18.6,18.7,100,54,100,100,0
11/17/23 16:57,3:45:17,18.6,18.7,100,54,100,100,0
11/17/23 16:57,3:45:18,18.6,18.6,100,54,100,100,0
11/17/23 16:57,3:45:20,18.5,18.6,100,54,100,100,0
11/17/23 16:57,3:45:21,18.5,18.6,100,54,100,100,0
11/17/23 16:57,3:45:23,18.5,18.6,100,54,100,100,0
11/17/23 16:57,3:45:26,18.5,18.6,100,54,100,100,0
11/17/23 16:58,3:45:29,18.5,18.6,100,54,100,100,0
11/17/23 16:58,3:45:30,18.5,18.5,100,54,100,100,0
11/17/23 16:58,3:45:32,18.4,18.5,100,54,100,100,0
11/17/23 16:58,3:45:38,18.4,18.5,100,54,100,100,0
11/17/23 16:58,3:45:39,18.4,18.5,100,54,100,100,0
11/17/23 16:58,3:45:40,18.4,18.5,100,54,100,100,0
11/17/23 16:58,3:45:41,18.4,18.5,100,54,100,100,0
11/17/23 16:58,3:45:42,18.4,18.4,100,54,100,100,0
11/17/23 16:58,3:45:43,18.4,18.4,100,54,100,100,0
11/17/23 16:58,3:45:44,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:45,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:46,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:47,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:49,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:52,18.3,18.4,100,54,100,100,0
11/17/23 16:58,3:45:53,18.3,18.3,100,54,100,100,0
11/17/23 16:58,3:45:56,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:45:57,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:45:58,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:46:02,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:46:03,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:46:04,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:46:05,18.2,18.3,100,54,100,100,0
11/17/23 16:58,3:46:07,18.2,18.2,100,54,100,100,0
11/17/23 16:58,3:46:08,18.2,18.2,100,54,100,100,0
11/17/23 16:58,3:46:09,18.1,18.2,100,54,100,100,0
11/17/23 16:58,3:46:14,18.1,18.2,100,54,100,100,0
11/17/23 16:58,3:46:15,18.1,18.2,100,54,100,100,0
11/17/23 16:58,3:46:16,18.1,18.2,100,54,100,100,0
11/17/23 16:58,3:46:17,18.1,18.1,100,54,100,100,0
11/17/23 16:58,3:46:20,18,18.1,100,54,100,100,0
11/17/23 16:58,3:46:22,18,18.1,100,54,100,100,0
11/17/23 16:58,3:46:24,18,18.1,100,54,100,100,0
11/17/23 16:58,3:46:25,18,18.1,100,54,100,100,0
11/17/23 16:58,3:46:27,18,18.1,100,54,100,100,0
11/17/23 16:58,3:46:28,18,18,100,54,100,100,0
11/17/23 16:59,3:46:29,18,18,100,54,100,100,0
11/17/23 16:59,3:46:31,18,18,100,54,100,100,0
11/17/23 16:59,3:46:32,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:33,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:34,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:35,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:36,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:37,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:38,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:39,17.9,18,100,54,100,100,0
11/17/23 16:59,3:46:40,17.9,17.9,100,54,100,100,0
11/17/23 16:59,3:46:41,17.9,17.9,100,54,100,100,0
11/17/23 16:59,3:46:44,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:45,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:47,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:48,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:52,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:53,17.8,17.9,100,54,100,100,0
11/17/23 16:59,3:46:54,17.8,17.8,100,54,100,100,0
11/17/23 16:59,3:46:56,17.7,17.8,100,54,100,100,0
11/17/23 16:59,3:47:00,17.7,17.8,100,54,100,100,0
11/17/23 16:59,3:47:03,17.7,17.8,100,54,100,100,0
11/17/23 16:59,3:47:04,17.7,17.8,100,54,100,100,0
11/17/23 16:59,3:47:05,17.7,17.7,100,54,100,100,0
11/17/23 16:59,3:47:06,17.7,17.7,100,54,100,100,0
11/17/23 16:59,3:47:07,17.7,17.7,100,54,100,100,0
11/17/23 16:59,3:47:08,17.6,17.7,100,54,100,100,0
11/17/23 16:59,3:47:10,17.6,17.7,100,54,100,100,0
11/17/23 16:59,3:47:12,17.6,17.7,100,54,100,100,0
11/17/23 16:59,3:47:15,17.6,17.7,100,54,100,100,0
11/17/23 16:59,3:47:16,17.6,17.6,100,54,100,100,0
11/17/23 16:59,3:47:17,17.6,17.6,100,54,100,100,0
11/17/23 16:59,3:47:18,17.6,17.6,100,54,100,100,0
11/17/23 16:59,3:47:20,17.5,17.6,100,54,100,100,0
11/17/23 16:59,3:47:21,17.5,17.6,100,54,100,100,0
11/17/23 16:59,3:47:24,17.5,17.6,100,54,100,100,0
11/17/23 16:59,3:47:25,17.5,17.6,100,54,100,100,0
11/17/23 16:59,3:47:26,17.5,17.6,100,54,100,100,0
11/17/23 16:59,3:47:27,17.5,17.5,100,54,100,100,0
11/17/23 17:00,3:47:30,17.5,17.5,100,54,100,100,0
11/17/23 17:00,3:47:31,17.5,17.5,100,54,100,100,0
11/17/23 17:00,3:47:32,17.4,17.5,100,54,100,100,0
11/17/23 17:00,3:47:40,17.4,17.5,100,54,100,100,0
11/17/23 17:00,3:47:41,17.4,17.4,100,54,100,100,0
11/17/23 17:00,3:47:44,17.3,17.4,100,54,100,100,0
11/17/23 17:00,3:47:45,17.3,17.4,100,54,100,100,0
11/17/23 17:00,3:47:53,17.3,17.4,100,54,100,100,0
11/17/23 17:00,3:47:54,17.3,17.3,100,54,100,100,0
11/17/23 17:00,3:47:56,17.2,17.3,100,54,100,100,0
11/17/23 17:00,3:48:05,17.2,17.3,100,54,100,100,0
11/17/23 17:00,3:48:06,17.2,17.2,100,54,100,100,0
11/17/23 17:00,3:48:08,17.1,17.2,100,54,100,100,0
11/17/23 17:00,3:48:16,17.1,17.2,100,54,100,100,0
11/17/23 17:00,3:48:17,17.1,17.1,100,54,100,100,0
11/17/23 17:00,3:48:20,17,17.1,100,54,100,100,0
11/17/23 17:00,3:48:22,17,17.1,100,54,100,100,0
11/17/23 17:00,3:48:28,17,17.1,100,54,100,100,0
11/17/23 17:01,3:48:29,17,17,100,54,100,100,0
11/17/23 17:01,3:48:30,17,17.1,100,54,100,100,0
11/17/23 17:01,3:48:31,17,17,100,54,100,100,0
11/17/23 17:01,3:48:32,16.9,17,100,54,100,100,0
11/17/23 17:01,3:48:33,16.9,17,100,54,100,100,0
11/17/23 17:01,3:48:39,16.9,17,100,54,100,100,0
11/17/23 17:01,3:48:40,16.9,16.9,100,54,100,100,0
11/17/23 17:01,3:48:43,16.8,16.9,100,54,100,100,0
11/17/23 17:01,3:48:44,16.8,16.9,100,54,100,100,0
11/17/23 17:01,3:48:47,16.8,16.9,100,54,100,100,0
11/17/23 17:01,3:48:52,16.8,16.9,100,54,100,100,0
11/17/23 17:01,3:48:53,16.8,16.8,100,54,100,100,0
11/17/23 17:01,3:48:55,16.8,16.8,100,54,100,100,0
11/17/23 17:01,3:48:56,16.7,16.9,100,54,100,100,0
11/17/23 17:01,3:48:57,16.7,16.8,100,54,100,100,0
11/17/23 17:01,3:49:03,16.7,16.8,100,54,100,100,0
11/17/23 17:01,3:49:04,16.7,16.7,100,54,100,100,0
11/17/23 17:01,3:49:08,16.6,16.7,100,54,100,100,0
11/17/23 17:01,3:49:16,16.6,16.7,100,54,100,100,0
11/17/23 17:01,3:49:17,16.6,16.6,100,54,100,100,0
11/17/23 17:01,3:49:20,16.5,16.6,100,54,100,100,0
11/17/23 17:01,3:49:27,16.5,16.6,100,54,100,100,0
11/17/23 17:01,3:49:28,16.5,16.5,100,54,100,100,0
11/17/23 17:02,3:49:32,16.4,16.5,100,54,100,100,0
11/17/23 17:02,3:49:39,16.4,16.5,100,54,100,100,0
11/17/23 17:02,3:49:40,16.4,16.4,100,54,100,100,0
11/17/23 17:02,3:49:44,16.3,16.4,100,54,100,100,0
11/17/23 17:02,3:49:52,16.3,16.4,100,54,100,100,0
11/17/23 17:02,3:49:53,16.3,16.3,100,54,100,100,0
11/17/23 17:02,3:49:56,16.2,16.3,100,54,100,100,0
11/17/23 17:02,3:50:04,16.2,16.3,100,54,100,100,0
11/17/23 17:02,3:50:05,16.2,16.2,100,54,100,100,0
11/17/23 17:02,3:50:07,16.1,16.2,100,54,100,100,0
11/17/23 17:02,3:50:16,16.1,16.2,100,54,100,100,0
11/17/23 17:02,3:50:18,16.1,16.1,100,54,100,100,0
11/17/23 17:02,3:50:20,16,16.1,100,54,100,100,0
11/17/23 17:02,3:50:21,16,16.1,100,54,100,100,0
11/17/23 17:03,3:50:29,16,16.1,100,54,100,100,0
11/17/23 17:03,3:50:30,16,16,100,54,100,100,0
11/17/23 17:03,3:50:32,15.9,16,100,54,100,100,0
11/17/23 17:03,3:50:40,15.9,16,100,54,100,100,0
11/17/23 17:03,3:50:41,15.9,16,100,54,100,100,0
11/17/23 17:03,3:50:42,15.9,15.9,100,54,100,100,0
11/17/23 17:03,3:50:44,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:45,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:46,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:48,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:49,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:51,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:53,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:54,15.8,15.9,100,54,100,100,0
11/17/23 17:03,3:50:55,15.8,15.8,100,54,100,100,0
11/17/23 17:03,3:50:56,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:50:57,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:51:02,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:51:03,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:51:05,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:51:06,15.7,15.8,100,54,100,100,0
11/17/23 17:03,3:51:07,15.7,15.7,100,54,100,100,0
11/17/23 17:03,3:51:08,15.6,15.7,100,54,100,100,0
11/17/23 17:03,3:51:09,15.6,15.7,100,54,100,100,0
11/17/23 17:03,3:51:11,15.6,15.7,100,54,100,100,0
11/17/23 17:03,3:51:17,15.6,15.7,100,54,100,100,0
11/17/23 17:03,3:51:18,15.6,15.6,100,54,100,100,0
11/17/23 17:03,3:51:19,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:21,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:22,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:24,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:25,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:26,15.5,15.6,100,54,100,100,0
11/17/23 17:03,3:51:28,15.5,15.6,100,54,100,100,0
11/17/23 17:04,3:51:29,15.5,15.6,100,54,100,100,0
11/17/23 17:04,3:51:30,15.5,15.5,100,54,100,100,0
11/17/23 17:04,3:51:31,15.4,15.5,100,54,100,100,0
11/17/23 17:04,3:51:36,15.4,15.5,100,54,100,100,0
11/17/23 17:04,3:51:37,15.4,15.5,100,54,100,100,0
11/17/23 17:04,3:51:41,15.4,15.5,100,54,100,100,0
11/17/23 17:04,3:51:42,15.4,15.4,100,54,100,100,0
11/17/23 17:04,3:51:43,15.4,15.4,100,54,100,100,0
11/17/23 17:04,3:51:44,15.3,15.4,100,54,100,100,0
11/17/23 17:04,3:51:45,15.3,15.4,100,54,100,100,0
11/17/23 17:04,3:51:47,15.3,15.4,100,54,100,100,0
11/17/23 17:04,3:51:48,15.3,15.4,100,54,100,100,0
11/17/23 17:04,3:51:53,15.3,15.4,100,54,100,100,0
11/17/23 17:04,3:51:54,15.3,15.3,100,54,100,100,0
11/17/23 17:04,3:51:56,15.2,15.3,100,54,100,100,0
11/17/23 17:04,3:51:57,15.2,15.3,100,54,100,100,0
11/17/23 17:04,3:52:05,15.2,15.3,100,54,100,100,0
11/17/23 17:04,3:52:06,15.2,15.2,100,54,100,100,0
11/17/23 17:04,3:52:08,15.1,15.2,100,54,100,100,0
11/17/23 17:04,3:52:15,15.1,15.2,100,54,100,100,0
11/17/23 17:04,3:52:17,15.1,15.2,100,54,100,100,0
11/17/23 17:04,3:52:18,15.1,15.2,100,54,100,100,0
11/17/23 17:04,3:52:19,15.1,15.1,100,54,100,100,0
11/17/23 17:04,3:52:20,15,15.1,100,54,100,100,0
11/17/23 17:04,3:52:28,15,15.1,100,54,100,100,0
11/17/23 17:05,3:52:29,15,15,100,54,100,100,0
11/17/23 17:05,3:52:31,14.9,15,100,54,100,100,0
11/17/23 17:05,3:52:41,14.9,15,100,54,100,100,0
11/17/23 17:05,3:52:42,14.9,14.9,100,54,100,100,0
11/17/23 17:05,3:52:43,14.8,14.9,100,54,100,100,0
11/17/23 17:05,3:52:52,14.8,14.9,100,54,100,100,0
11/17/23 17:05,3:52:53,14.8,14.8,100,54,100,100,0
11/17/23 17:05,3:52:55,14.7,14.8,100,54,100,100,0
11/17/23 17:05,3:53:06,14.7,14.8,100,54,100,100,0
11/17/23 17:05,3:53:07,14.7,14.7,100,54,100,100,0
11/17/23 17:05,3:53:08,14.6,14.7,100,54,100,100,0
11/17/23 17:05,3:53:17,14.6,14.7,100,54,100,100,0
11/17/23 17:05,3:53:18,14.6,14.6,100,54,100,100,0
11/17/23 17:05,3:53:20,14.5,14.6,100,54,100,100,0
11/17/23 17:06,3:53:30,14.5,14.6,100,54,100,100,0
11/17/23 17:06,3:53:31,14.5,14.5,100,54,100,100,0
11/17/23 17:06,3:53:32,14.4,14.5,100,54,100,100,0
11/17/23 17:06,3:53:41,14.4,14.5,100,54,100,100,0
11/17/23 17:06,3:53:42,14.4,14.4,100,54,100,100,0
11/17/23 17:06,3:53:43,14.3,14.4,100,54,100,100,0
11/17/23 17:06,3:53:51,14.3,14.4,100,54,100,100,0
11/17/23 17:06,3:53:52,14.3,14.3,100,54,100,100,0
11/17/23 17:06,3:53:55,14.2,14.3,100,54,100,100,0
11/17/23 17:06,3:54:04,14.2,14.3,100,54,100,100,0
11/17/23 17:06,3:54:05,14.2,14.2,100,54,100,100,0
11/17/23 17:06,3:54:07,14.1,14.2,100,54,100,100,0
11/17/23 17:06,3:54:12,14.1,14.2,100,54,100,100,0
11/17/23 17:06,3:54:13,14.1,14.1,100,54,100,100,0
11/17/23 17:06,3:54:16,14.1,14.1,100,54,100,100,0
11/17/23 17:06,3:54:17,14.1,14.1,100,54,100,100,0
11/17/23 17:06,3:54:20,14,14.1,100,54,100,100,0
11/17/23 17:06,3:54:24,14,14.1,100,54,100,100,0
11/17/23 17:06,3:54:25,14,14,100,54,100,100,0
11/17/23 17:07,3:54:32,13.9,14,100,54,100,100,0
11/17/23 17:07,3:54:36,13.9,14,100,54,100,100,0
11/17/23 17:07,3:54:37,13.9,13.9,100,54,100,100,0
11/17/23 17:07,3:54:44,13.8,13.9,100,54,100,100,0
11/17/23 17:07,3:54:45,13.8,13.9,100,54,100,100,0
11/17/23 17:07,3:54:46,13.8,13.9,100,54,100,100,0
11/17/23 17:07,3:54:47,13.8,13.9,100,54,100,100,0
11/17/23 17:07,3:54:48,13.8,13.8,100,54,100,100,0
11/17/23 17:07,3:54:49,13.8,13.8,100,54,100,100,0
11/17/23 17:07,3:54:50,13.8,13.8,100,54,100,100,0
11/17/23 17:07,3:54:55,13.8,13.8,100,54,100,100,0
11/17/23 17:07,3:54:56,13.7,13.8,100,54,100,100,0
11/17/23 17:07,3:54:57,13.7,13.8,100,54,100,100,0
11/17/23 17:07,3:54:58,13.7,13.8,100,54,100,100,0
11/17/23 17:07,3:54:59,13.7,13.7,100,54,100,100,0
11/17/23 17:07,3:55:03,13.7,13.7,100,54,100,100,0
11/17/23 17:07,3:55:04,13.7,13.7,100,54,100,100,0
11/17/23 17:07,3:55:07,13.6,13.7,100,54,100,100,0
11/17/23 17:07,3:55:08,13.6,13.7,100,54,100,100,0
11/17/23 17:07,3:55:09,13.6,13.7,100,54,100,100,0
11/17/23 17:07,3:55:10,13.6,13.7,100,54,100,100,0
11/17/23 17:07,3:55:11,13.6,13.6,100,54,100,100,0
11/17/23 17:07,3:55:15,13.6,13.6,100,54,100,100,0
11/17/23 17:07,3:55:16,13.6,13.6,100,54,100,100,0
11/17/23 17:07,3:55:18,13.6,13.6,100,54,100,100,0
11/17/23 17:07,3:55:19,13.5,13.6,100,54,100,100,0
11/17/23 17:07,3:55:21,13.5,13.6,100,54,100,100,0
11/17/23 17:07,3:55:22,13.5,13.5,100,54,100,100,0
11/17/23 17:07,3:55:25,13.5,13.5,100,54,100,100,0
11/17/23 17:07,3:55:26,13.5,13.5,100,54,100,100,0
11/17/23 17:07,3:55:28,13.5,13.5,100,54,100,100,0
11/17/23 17:08,3:55:31,13.4,13.5,100,54,100,100,0
11/17/23 17:08,3:55:33,13.4,13.5,100,54,100,100,0
11/17/23 17:08,3:55:34,13.4,13.4,100,54,100,100,0
11/17/23 17:08,3:55:37,13.4,13.4,100,54,100,100,0
11/17/23 17:08,3:55:40,13.4,13.4,100,54,100,100,0
11/17/23 17:08,3:55:42,13.4,13.4,100,54,100,100,0
11/17/23 17:08,3:55:44,13.3,13.4,100,54,100,100,0
11/17/23 17:08,3:55:45,13.3,13.4,100,54,100,100,0
11/17/23 17:08,3:55:46,13.3,13.4,100,54,100,100,0
11/17/23 17:08,3:55:47,13.3,13.4,100,54,100,100,0
11/17/23 17:08,3:55:48,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:49,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:50,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:51,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:53,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:54,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:55,13.3,13.3,100,54,100,100,0
11/17/23 17:08,3:55:56,13.2,13.3,100,54,100,100,0
11/17/23 17:08,3:55:57,13.2,13.3,100,54,100,100,0
11/17/23 17:08,3:55:58,13.2,13.3,100,54,100,100,0
11/17/23 17:08,3:55:59,13.2,13.3,100,54,100,100,0
11/17/23 17:08,3:56:00,13.2,13.2,100,54,100,100,0
11/17/23 17:08,3:56:01,13.2,13.2,100,54,100,100,0
11/17/23 17:08,3:56:02,13.2,13.2,100,54,100,100,0
11/17/23 17:08,3:56:05,13.2,13.2,100,54,100,100,0
11/17/23 17:08,3:56:07,13.2,13.2,100,54,100,100,0
11/17/23 17:08,3:56:08,13.1,13.2,100,54,100,100,0
11/17/23 17:08,3:56:09,13.1,13.2,100,54,100,100,0
11/17/23 17:08,3:56:10,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:11,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:12,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:13,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:15,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:16,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:17,13.1,13.1,100,54,100,100,0
11/17/23 17:08,3:56:19,13,13.1,100,54,100,100,0
11/17/23 17:08,3:56:20,13,13,100,54,100,100,0
11/17/23 17:08,3:56:21,13,13,100,54,100,100,0
11/17/23 17:08,3:56:22,13,13,100,54,100,100,0
11/17/23 17:08,3:56:24,13,13,100,54,100,100,0
11/17/23 17:08,3:56:25,13,13,100,54,100,100,0
11/17/23 17:08,3:56:26,13,13,100,54,100,100,0
11/17/23 17:08,3:56:27,13,13,100,54,100,100,0
11/17/23 17:08,3:56:28,13,13,100,54,100,100,0
11/17/23 17:09,3:56:29,13,13,100,54,100,100,0
11/17/23 17:09,3:56:30,13,13,100,54,100,100,0
11/17/23 17:09,3:56:31,12.9,13,100,54,100,100,0
11/17/23 17:09,3:56:32,12.9,13,100,54,100,100,0
11/17/23 17:09,3:56:33,12.9,13,100,54,100,100,0
11/17/23 17:09,3:56:34,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:36,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:37,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:38,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:39,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:40,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:41,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:42,12.9,12.9,100,54,100,100,0
11/17/23 17:09,3:56:43,12.8,12.9,100,54,100,100,0
11/17/23 17:09,3:56:44,12.8,12.9,100,54,100,100,0
11/17/23 17:09,3:56:47,12.8,12.9,100,54,100,100,0
11/17/23 17:09,3:56:48,12.8,12.9,100,54,100,100,0
11/17/23 17:09,3:56:49,12.8,12.9,100,54,100,100,0
11/17/23 17:09,3:56:50,12.8,12.8,100,54,100,100,0
11/17/23 17:09,3:56:51,12.8,12.8,100,54,100,100,0
11/17/23 17:09,3:56:52,12.8,12.8,100,54,100,100,0
11/17/23 17:09,3:56:55,12.8,12.8,100,54,100,100,0
11/17/23 17:09,3:56:56,12.7,12.9,100,54,100,100,0
11/17/23 17:09,3:56:58,12.7,12.9,100,54,100,100,0
11/17/23 17:09,3:56:59,12.7,12.8,100,54,100,100,0
11/17/23 17:09,3:57:01,12.7,12.8,100,54,100,100,0
11/17/23 17:09,3:57:03,12.7,12.8,100,54,100,100,0
11/17/23 17:09,3:57:04,12.7,12.8,100,54,100,100,0
11/17/23 17:09,3:57:07,12.7,12.8,100,54,100,100,0
11/17/23 17:09,3:57:08,12.6,12.8,100,54,100,100,0
11/17/23 17:09,3:57:13,12.6,12.8,100,54,100,100,0
11/17/23 17:09,3:57:14,12.6,12.7,100,54,100,100,0
11/17/23 17:09,3:57:19,12.5,12.7,100,54,100,100,0
11/17/23 17:09,3:57:20,12.5,12.7,100,54,100,100,0
11/17/23 17:09,3:57:21,12.5,12.7,100,54,100,100,0
11/17/23 17:09,3:57:26,12.5,12.7,100,54,100,100,0
11/17/23 17:09,3:57:27,12.5,12.6,100,54,100,100,0
11/17/23 17:10,3:57:31,12.4,12.6,100,54,100,100,0
11/17/23 17:10,3:57:38,12.4,12.6,100,54,100,100,0
11/17/23 17:10,3:57:39,12.4,12.5,100,54,100,100,0
11/17/23 17:10,3:57:43,12.3,12.5,100,54,100,100,0
11/17/23 17:10,3:57:46,12.3,12.5,100,54,100,100,0
11/17/23 17:10,3:57:47,12.3,12.5,100,54,100,100,0
11/17/23 17:10,3:57:52,12.3,12.5,100,54,100,100,0
11/17/23 17:10,3:57:53,12.3,12.4,100,54,100,100,0
11/17/23 17:10,3:57:55,12.2,12.4,100,54,100,100,0
11/17/23 17:10,3:58:08,12.1,12.4,100,54,100,100,0
11/17/23 17:10,3:58:09,12.1,12.4,100,54,100,100,0
11/17/23 17:10,3:58:10,12.1,12.3,100,54,100,100,0
11/17/23 17:10,3:58:14,12.1,12.3,100,54,100,100,0
11/17/23 17:10,3:58:15,12.1,12.3,100,55,100,100,0
11/17/23 17:10,3:58:16,12.1,12.2,100,54,100,100,0
11/17/23 17:10,3:58:17,12.1,12.2,100,54,100,100,0
11/17/23 17:10,3:58:18,12.1,12.2,100,55,100,100,0
11/17/23 17:10,3:58:20,12,12.2,100,55,100,100,0
11/17/23 17:10,3:58:21,12,12.2,100,54,100,100,0
11/17/23 17:10,3:58:22,12,12.2,100,55,100,100,0
11/17/23 17:10,3:58:23,12,12.2,100,54,100,100,0
11/17/23 17:10,3:58:24,12,12.2,100,54,100,100,0
11/17/23 17:10,3:58:25,12,12.2,100,55,100,100,0
11/17/23 17:10,3:58:26,12,12.2,100,54,100,100,0
11/17/23 17:10,3:58:27,12,12.1,100,54,100,100,0
11/17/23 17:10,3:58:28,12,12.1,100,54,100,100,0
11/17/23 17:11,3:58:29,12,12.1,100,55,100,100,0
11/17/23 17:11,3:58:30,12,12.1,100,55,100,100,0
11/17/23 17:11,3:58:31,11.9,12.1,100,54,100,100,0
11/17/23 17:11,3:58:32,11.9,12.1,100,55,100,100,0
11/17/23 17:11,3:58:35,11.9,12.1,100,55,100,100,0
11/17/23 17:11,3:58:36,11.9,12,100,55,100,100,0
11/17/23 17:11,3:58:43,11.8,12,100,55,100,100,0
11/17/23 17:11,3:58:47,11.8,12,100,55,100,100,0
11/17/23 17:11,3:58:48,11.8,11.9,100,55,100,100,0
11/17/23 17:11,3:58:55,11.7,11.9,100,55,100,100,0
11/17/23 17:11,3:58:59,11.7,11.9,100,55,100,100,0
11/17/23 17:11,3:59:00,11.7,11.8,100,55,100,100,0
11/17/23 17:11,3:59:07,11.6,11.8,100,55,100,100,0
11/17/23 17:11,3:59:11,11.6,11.8,100,55,100,100,0
11/17/23 17:11,3:59:12,11.6,11.7,100,55,100,100,0
11/17/23 17:11,3:59:19,11.5,11.7,100,55,100,100,0
11/17/23 17:11,3:59:24,11.5,11.7,100,55,100,100,0
11/17/23 17:11,3:59:25,11.5,11.6,100,55,100,100,0
11/17/23 17:12,3:59:32,11.4,11.6,100,55,100,100,0
11/17/23 17:12,3:59:35,11.4,11.6,100,55,100,100,0
11/17/23 17:12,3:59:36,11.4,11.5,100,55,100,100,0
11/17/23 17:12,3:59:43,11.3,11.5,100,55,100,100,0
11/17/23 17:12,3:59:46,11.3,11.5,100,55,100,100,0
11/17/23 17:12,3:59:47,11.3,11.4,100,55,100,100,0
11/17/23 17:12,3:59:55,11.2,11.4,100,55,100,100,0
11/17/23 17:12,3:59:59,11.2,11.4,100,55,100,100,0
11/17/23 17:12,4:00:00,11.2,11.3,100,55,100,100,0
11/17/23 17:12,4:00:07,11.1,11.3,100,55,100,100,0
11/17/23 17:12,4:00:09,11.1,11.3,100,55,100,100,0
11/17/23 17:12,4:00:10,11.1,11.2,100,55,100,100,0
